Bar_name,Module,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
USE-WIG,1,-80.66018531,-104.1232802,-44.84056264,-63.63828531,-99.78188021,-14.00430264,USE_WIG,DEPRECATED,DEPRECATED,WOW_USE_KIT_ELK_KEY_TAT_ONO_WIG_COP_NEW_ELK,DEPRECATED,WIG-WOW_USE-WIG_KIT-WIG_ELK-WIG_KEY-WIG_TAT-USE_ONO-USE_USE-WIG_COP-USE_NEW-USE_ELK-USE,DEPRECATED,0,inner,mid
BAR-ONO,1,-103.0659853,-64.07118021,-56.52309264,-86.13378531,-32.33598021,-54.60892264,BAR_ONO,DEPRECATED,DEPRECATED,SIR_ONO_FLU_CUP_DOG_AGE_USE_SIR_BAR_TAT_KIT,DEPRECATED,BAR-SIR_BAR-ONO_BAR-FLU_BAR-CUP_BAR-DOG_AGE-BAR_ONO-USE_ONO-SIR_BAR-ONO_ONO-TAT_KIT-ONO,DEPRECATED,0,inner,mid
BAR-FLU,1,-103.0659853,-32.33598021,-73.81925264,-102.6167853,-11.68779021,-54.60892264,BAR_FLU,DEPRECATED,DEPRECATED,BAR_SIR_HUG_VAN_SIR_ONO_FLU_CUP_DOG_AGE,DEPRECATED,BAR-FLU_FLU-SIR_FLU-HUG_FLU-VAN_BAR-SIR_BAR-ONO_BAR-FLU_BAR-CUP_BAR-DOG_AGE-BAR,DEPRECATED,0,inner,mid
FLU-SIR,1,-102.6167853,-38.02238021,-75.01906264,-82.40258531,-11.68779021,-73.81925264,FLU_SIR,DEPRECATED,DEPRECATED,ONO_BAR_ELK_TAT_FLU_AGE_HUG_CUP_BAR_SIR_HUG_VAN,DEPRECATED,ONO-SIR_BAR-SIR_ELK-SIR_SIR-TAT_FLU-SIR_AGE-SIR_HUG-SIR_CUP-SIR_BAR-FLU_FLU-SIR_FLU-HUG_FLU-VAN,DEPRECATED,1,inner,mid
AGE-SIR,1,-87.77638531,-40.48878021,-75.01906264,-82.40258531,-38.02238021,-34.41849264,AGE_SIR,DEPRECATED,DEPRECATED,ONO_BAR_ELK_TAT_FLU_AGE_HUG_CUP_SIR_KIT_DOG_BAR,DEPRECATED,ONO-SIR_BAR-SIR_ELK-SIR_SIR-TAT_FLU-SIR_AGE-SIR_HUG-SIR_CUP-SIR_AGE-SIR_AGE-KIT_AGE-DOG_AGE-BAR,DEPRECATED,0,inner,mid
ONO-TAT,1,-86.13378531,-68.70018021,-67.06360264,-54.99058531,-64.07118021,-56.52309264,ONO_TAT,DEPRECATED,DEPRECATED,USE_ELK_SIR_COP_ONO_USE_SIR_BAR_TAT_KIT,DEPRECATED,TAT-USE_ELK-TAT_SIR-TAT_COP-TAT_ONO-TAT_ONO-USE_ONO-SIR_BAR-ONO_ONO-TAT_KIT-ONO,DEPRECATED,1,inner,mid
KIT-ONO,1,-90.93338531,-69.64768021,-56.52309264,-86.13378531,-64.07118021,-13.01105264,KIT_ONO,DEPRECATED,DEPRECATED,USE_SIR_BAR_TAT_KIT_ONO_AGE_ELK_WIG_NOR_ART_CHI,DEPRECATED,ONO-USE_ONO-SIR_BAR-ONO_ONO-TAT_KIT-ONO_KIT-ONO_AGE-KIT_ELK-KIT_KIT-WIG_KIT-NOR_ART-KIT_CHI-KIT,DEPRECATED,0,inner,mid
AGE-KIT,1,-90.93338531,-69.64768021,-34.41849264,-87.77638531,-40.48878021,-13.01105264,AGE_KIT,DEPRECATED,DEPRECATED,SIR_KIT_DOG_BAR_ONO_AGE_ELK_WIG_NOR_ART_CHI,DEPRECATED,AGE-SIR_AGE-KIT_AGE-DOG_AGE-BAR_KIT-ONO_AGE-KIT_ELK-KIT_KIT-WIG_KIT-NOR_ART-KIT_CHI-KIT,DEPRECATED,0,inner,mid
DAD-FOR,1,-3.312085311,-153.0888802,-7.293152644,23.77391469,-140.9648802,4.916787356,DAD_FOR,DEPRECATED,DEPRECATED,FOR_GET_MOO_ROB_CAB_EAR_DAD_HIP_OAK_GET_RUG_EGG,DEPRECATED,DAD-FOR_DAD-GET_DAD-MOO_DAD-ROB_CAB-DAD_DAD-EAR_DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR,DEPRECATED,0,inner,mid
DAD-GET,1,-12.52008531,-140.9648802,-31.72499264,23.77391469,-135.3728802,4.916787356,DAD_GET,DEPRECATED,DEPRECATED,FOR_GET_MOO_ROB_CAB_EAR_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,DAD-FOR_DAD-GET_DAD-MOO_DAD-ROB_CAB-DAD_DAD-EAR_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,0,inner,mid
GET-HIP,1,-34.37648531,-147.4638802,-31.72499264,-12.52008531,-135.3728802,-13.17470264,GET_HIP,DEPRECATED,DEPRECATED,GET_NEW_FOR_SAD_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,GET-HIP_HIP-NEW_FOR-HIP_HIP-SAD_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,0,inner,mid
HIP-NEW,1,-43.07138531,-147.4638802,-37.50233264,-34.37648531,-128.0658802,-13.17470264,HIP_NEW,DEPRECATED,DEPRECATED,GET_NEW_FOR_SAD_HIP_USE_COP_WOW_GET,DEPRECATED,GET-HIP_HIP-NEW_FOR-HIP_HIP-SAD_HIP-NEW_NEW-USE_COP-NEW_NEW-WOW_GET-NEW,DEPRECATED,0,inner,mid
FOR-HIP,1,-34.37648531,-153.0888802,-13.17470264,-3.312085311,-147.4638802,-7.293152644,FOR_HIP,DEPRECATED,DEPRECATED,GET_NEW_FOR_SAD_DAD_HIP_OAK_GET_RUG_EGG,DEPRECATED,GET-HIP_HIP-NEW_FOR-HIP_HIP-SAD_DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR,DEPRECATED,0,inner,mid
HIP-SAD,1,-48.25568531,-147.4638802,-13.17470264,-34.37648531,-136.1468802,15.25143736,HIP_SAD,DEPRECATED,DEPRECATED,GET_NEW_FOR_SAD_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,GET-HIP_HIP-NEW_FOR-HIP_HIP-SAD_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
RUG-SAD,1,-48.25568531,-140.2008802,10.48160736,-20.53078531,-136.1468802,15.25143736,RUG_SAD,DEPRECATED,DEPRECATED,SAD_GET_FOR_ALL_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,RUG-SAD_GET-RUG_FOR-RUG_ALL-RUG_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
GET-RUG,1,-20.53078531,-140.2008802,-31.72499264,-12.52008531,-135.3728802,10.48160736,GET_RUG,DEPRECATED,DEPRECATED,SAD_GET_FOR_ALL_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,RUG-SAD_GET-RUG_FOR-RUG_ALL-RUG_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,0,inner,mid
FOR-OAK,1,-3.312085311,-153.0888802,-26.66752264,16.99991469,-142.3818802,-7.293152644,FOR_OAK,DEPRECATED,DEPRECATED,FOR_GET_ROB_CAB_DAD_HIP_OAK_GET_RUG_EGG,DEPRECATED,FOR-OAK_GET-OAK_OAK-ROB_CAB-OAK_DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR,DEPRECATED,0,inner,mid
GET-OAK,1,-12.52008531,-142.3818802,-31.72499264,16.99991469,-135.3728802,-26.66752264,GET_OAK,DEPRECATED,DEPRECATED,FOR_GET_ROB_CAB_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,FOR-OAK_GET-OAK_OAK-ROB_CAB-OAK_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,1,inner,mid
FOR-GET,1,-12.52008531,-153.0888802,-31.72499264,-3.312085311,-135.3728802,-7.293152644,FOR_GET,DEPRECATED,DEPRECATED,DAD_HIP_OAK_GET_RUG_EGG_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,0,inner,mid
FOR-RUG,1,-20.53078531,-153.0888802,-7.293152644,-3.312085311,-140.2008802,10.48160736,FOR_RUG,DEPRECATED,DEPRECATED,SAD_GET_FOR_ALL_DAD_HIP_OAK_GET_RUG_EGG,DEPRECATED,RUG-SAD_GET-RUG_FOR-RUG_ALL-RUG_DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR,DEPRECATED,0,inner,mid
ALL-RUG,1,-22.19968531,-140.2008802,10.48160736,-20.53078531,-131.3098802,36.77397736,ALL_RUG,DEPRECATED,DEPRECATED,RUG_SAD_PRO_EGG_SAD_GET_FOR_ALL,DEPRECATED,ALL-RUG_ALL-SAD_ALL-PRO_ALL-EGG_RUG-SAD_GET-RUG_FOR-RUG_ALL-RUG,DEPRECATED,0,inner,mid
COP-USE,1,-63.63828531,-102.0463802,-44.84056264,-40.06518531,-99.78188021,-38.18104264,COP_USE,DEPRECATED,DEPRECATED,TAT_WOW_USE_NEW_ELK_GET_TAT_ONO_WIG_COP_NEW_ELK,DEPRECATED,COP-TAT_COP-WOW_COP-USE_COP-NEW_COP-ELK_COP-GET_TAT-USE_ONO-USE_USE-WIG_COP-USE_NEW-USE_ELK-USE,DEPRECATED,0,inner,mid
NEW-USE,1,-63.63828531,-128.0658802,-44.84056264,-43.07138531,-99.78188021,-37.50233264,NEW_USE,DEPRECATED,DEPRECATED,HIP_USE_COP_WOW_GET_TAT_ONO_WIG_COP_NEW_ELK,DEPRECATED,HIP-NEW_NEW-USE_COP-NEW_NEW-WOW_GET-NEW_TAT-USE_ONO-USE_USE-WIG_COP-USE_NEW-USE_ELK-USE,DEPRECATED,0,inner,mid
COP-NEW,1,-43.07138531,-128.0658802,-38.18104264,-40.06518531,-102.0463802,-37.50233264,COP_NEW,DEPRECATED,DEPRECATED,TAT_WOW_USE_NEW_ELK_GET_HIP_USE_COP_WOW_GET,DEPRECATED,COP-TAT_COP-WOW_COP-USE_COP-NEW_COP-ELK_COP-GET_HIP-NEW_NEW-USE_COP-NEW_NEW-WOW_GET-NEW,DEPRECATED,1,inner,mid
COP-ELK,1,-71.27318531,-102.0463802,-38.18104264,-40.06518531,-77.45418021,-31.86202264,COP_ELK,DEPRECATED,DEPRECATED,TAT_WOW_USE_NEW_ELK_GET_TAT_SIR_COP_KIT_WIG_USE,DEPRECATED,COP-TAT_COP-WOW_COP-USE_COP-NEW_COP-ELK_COP-GET_ELK-TAT_ELK-SIR_COP-ELK_ELK-KIT_ELK-WIG_ELK-USE,DEPRECATED,0,inner,mid
ELK-KIT,1,-90.93338531,-77.45418021,-31.86202264,-71.27318531,-69.64768021,-13.01105264,ELK_KIT,DEPRECATED,DEPRECATED,TAT_SIR_COP_KIT_WIG_USE_ONO_AGE_ELK_WIG_NOR_ART_CHI,DEPRECATED,ELK-TAT_ELK-SIR_COP-ELK_ELK-KIT_ELK-WIG_ELK-USE_KIT-ONO_AGE-KIT_ELK-KIT_KIT-WIG_KIT-NOR_ART-KIT_CHI-KIT,DEPRECATED,0,inner,mid
COP-GET,1,-40.06518531,-135.3728802,-38.18104264,-12.52008531,-102.0463802,-31.72499264,COP_GET,DEPRECATED,DEPRECATED,TAT_WOW_USE_NEW_ELK_GET_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,COP-TAT_COP-WOW_COP-USE_COP-NEW_COP-ELK_COP-GET_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,1,inner,mid
CAB-GET,1,-12.52008531,-135.3728802,-33.25374264,24.49491469,-116.5198802,-31.72499264,CAB_GET,DEPRECATED,DEPRECATED,GET_YAY_ROB_AMP_OAK_DAD_SEX_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,CAB-GET_CAB-YAY_CAB-ROB_AMP-CAB_CAB-OAK_CAB-DAD_CAB-SEX_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,1,inner,mid
ALL-SAD,1,-48.25568531,-136.1468802,15.25143736,-22.19968531,-131.3098802,36.77397736,ALL_SAD,DEPRECATED,DEPRECATED,RUG_SAD_PRO_EGG_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,ALL-RUG_ALL-SAD_ALL-PRO_ALL-EGG_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
SAD-WOW,1,-57.83488531,-136.1468802,-12.31965264,-48.25568531,-126.2468802,15.25143736,SAD_WOW,DEPRECATED,DEPRECATED,COP_WIG_SAD_NEW_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,COP-WOW_WIG-WOW_SAD-WOW_NEW-WOW_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
NEW-WOW,1,-57.83488531,-128.0658802,-37.50233264,-43.07138531,-126.2468802,-12.31965264,NEW_WOW,DEPRECATED,DEPRECATED,HIP_USE_COP_WOW_GET_COP_WIG_SAD_NEW,DEPRECATED,HIP-NEW_NEW-USE_COP-NEW_NEW-WOW_GET-NEW_COP-WOW_WIG-WOW_SAD-WOW_NEW-WOW,DEPRECATED,0,inner,mid
GET-NEW,1,-43.07138531,-135.3728802,-37.50233264,-12.52008531,-128.0658802,-31.72499264,GET_NEW,DEPRECATED,DEPRECATED,HIP_USE_COP_WOW_GET_DAD_HIP_RUG_OAK_FOR_COP_CAB_NEW,DEPRECATED,HIP-NEW_NEW-USE_COP-NEW_NEW-WOW_GET-NEW_DAD-GET_GET-HIP_GET-RUG_GET-OAK_FOR-GET_COP-GET_CAB-GET_GET-NEW,DEPRECATED,1,inner,mid
ALL-PRO,1,-22.35008531,-131.3098802,36.77397736,-22.19968531,-111.9128802,52.64477736,ALL_PRO,DEPRECATED,DEPRECATED,RUG_SAD_PRO_EGG_ALL_GOO_HOT_YAK_PIG_ZAP,DEPRECATED,ALL-RUG_ALL-SAD_ALL-PRO_ALL-EGG_ALL-PRO_GOO-PRO_HOT-PRO_PRO-YAK_PIG-PRO_PRO-ZAP,DEPRECATED,0,inner,mid
GOO-PRO,1,-42.75128531,-111.9128802,30.55587736,-22.35008531,-110.5628802,52.64477736,GOO_PRO,DEPRECATED,DEPRECATED,PRO_SAD_ZAP_FIG_ALL_GOO_HOT_YAK_PIG_ZAP,DEPRECATED,GOO-PRO_GOO-SAD_GOO-ZAP_FIG-GOO_ALL-PRO_GOO-PRO_HOT-PRO_PRO-YAK_PIG-PRO_PRO-ZAP,DEPRECATED,0,inner,mid
GOO-SAD,1,-48.25568531,-136.1468802,15.25143736,-42.75128531,-110.5628802,30.55587736,GOO_SAD,DEPRECATED,DEPRECATED,PRO_SAD_ZAP_FIG_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,GOO-PRO_GOO-SAD_GOO-ZAP_FIG-GOO_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
KEY-SAD,1,-66.71198531,-136.1468802,15.00481736,-48.25568531,-118.4118802,15.25143736,KEY_SAD,DEPRECATED,DEPRECATED,SAD_NOR_FIG_WIG_HIP_RUG_ALL_WOW_GOO_KEY,DEPRECATED,KEY-SAD_KEY-NOR_FIG-KEY_KEY-WIG_HIP-SAD_RUG-SAD_ALL-SAD_SAD-WOW_GOO-SAD_KEY-SAD,DEPRECATED,0,inner,mid
KEY-NOR,1,-73.39898531,-118.4118802,9.476237356,-66.71198531,-93.24168021,15.00481736,KEY_NOR,DEPRECATED,DEPRECATED,KEY_KIT_FIG_SAD_NOR_FIG_WIG,DEPRECATED,KEY-NOR_KIT-NOR_FIG-NOR_KEY-SAD_KEY-NOR_FIG-KEY_KEY-WIG,DEPRECATED,0,inner,mid
ALL-EGG,1,-22.19968531,-143.2638802,26.32480736,3.377914689,-131.3098802,36.77397736,ALL_EGG,DEPRECATED,DEPRECATED,RUG_SAD_PRO_EGG_ALL_FOR_PIG_MOO,DEPRECATED,ALL-RUG_ALL-SAD_ALL-PRO_ALL-EGG_ALL-EGG_EGG-FOR_EGG-PIG_EGG-MOO,DEPRECATED,0,inner,mid
EGG-FOR,1,-3.312085311,-153.0888802,-7.293152644,3.377914689,-143.2638802,26.32480736,EGG_FOR,DEPRECATED,DEPRECATED,ALL_FOR_PIG_MOO_DAD_HIP_OAK_GET_RUG_EGG,DEPRECATED,ALL-EGG_EGG-FOR_EGG-PIG_EGG-MOO_DAD-FOR_FOR-HIP_FOR-OAK_FOR-GET_FOR-RUG_EGG-FOR,DEPRECATED,0,inner,mid
KIT-WIG,1,-90.93338531,-104.1232802,-14.00430264,-80.66018531,-69.64768021,-13.01105264,KIT_WIG,DEPRECATED,DEPRECATED,WOW_USE_KIT_ELK_KEY_ONO_AGE_ELK_WIG_NOR_ART_CHI,DEPRECATED,WIG-WOW_USE-WIG_KIT-WIG_ELK-WIG_KEY-WIG_KIT-ONO_AGE-KIT_ELK-KIT_KIT-WIG_KIT-NOR_ART-KIT_CHI-KIT,DEPRECATED,0,inner,mid
KIT-NOR,1,-90.93338531,-93.24168021,-13.01105264,-73.39898531,-69.64768021,9.476237356,KIT_NOR,DEPRECATED,DEPRECATED,KEY_KIT_FIG_ONO_AGE_ELK_WIG_NOR_ART_CHI,DEPRECATED,KEY-NOR_KIT-NOR_FIG-NOR_KIT-ONO_AGE-KIT_ELK-KIT_KIT-WIG_KIT-NOR_ART-KIT_CHI-KIT,DEPRECATED,0,inner,mid
FIG-NOR,1,-73.39898531,-94.63708021,9.476237356,-66.68308531,-93.24168021,36.45687736,FIG_NOR,DEPRECATED,DEPRECATED,NOR_KEY_YAK_BUG_GOO_ART_KEY_KIT_FIG,DEPRECATED,FIG-NOR_FIG-KEY_FIG-YAK_BUG-FIG_FIG-GOO_ART-FIG_KEY-NOR_KIT-NOR_FIG-NOR,DEPRECATED,0,inner,mid
FIG-KEY,1,-66.71198531,-118.4118802,15.00481736,-66.68308531,-94.63708021,36.45687736,FIG_KEY,DEPRECATED,DEPRECATED,NOR_KEY_YAK_BUG_GOO_ART_SAD_NOR_FIG_WIG,DEPRECATED,FIG-NOR_FIG-KEY_FIG-YAK_BUG-FIG_FIG-GOO_ART-FIG_KEY-SAD_KEY-NOR_FIG-KEY_KEY-WIG,DEPRECATED,0,inner,mid
ELK-WIG,1,-80.66018531,-104.1232802,-31.86202264,-71.27318531,-77.45418021,-14.00430264,ELK_WIG,DEPRECATED,DEPRECATED,WOW_USE_KIT_ELK_KEY_TAT_SIR_COP_KIT_WIG_USE,DEPRECATED,WIG-WOW_USE-WIG_KIT-WIG_ELK-WIG_KEY-WIG_ELK-TAT_ELK-SIR_COP-ELK_ELK-KIT_ELK-WIG_ELK-USE,DEPRECATED,0,inner,mid
ELK-USE,1,-71.27318531,-99.78188021,-44.84056264,-63.63828531,-77.45418021,-31.86202264,ELK_USE,DEPRECATED,DEPRECATED,TAT_SIR_COP_KIT_WIG_USE_TAT_ONO_WIG_COP_NEW_ELK,DEPRECATED,ELK-TAT_ELK-SIR_COP-ELK_ELK-KIT_ELK-WIG_ELK-USE_TAT-USE_ONO-USE_USE-WIG_COP-USE_NEW-USE_ELK-USE,DEPRECATED,0,inner,mid
KEY-WIG,1,-80.66018531,-118.4118802,-14.00430264,-66.71198531,-104.1232802,15.00481736,KEY_WIG,DEPRECATED,DEPRECATED,WOW_USE_KIT_ELK_KEY_SAD_NOR_FIG_WIG,DEPRECATED,WIG-WOW_USE-WIG_KIT-WIG_ELK-WIG_KEY-WIG_KEY-SAD_KEY-NOR_FIG-KEY_KEY-WIG,DEPRECATED,0,inner,mid
GIN-ICE,2,-97.16998531,-2.570138215,20.66678736,-85.52768531,26.57760979,21.72305736,GIN_ICE,DEPRECATED,DEPRECATED,ICE_ZZZ_WIZ_GIN_LAX_HAM_BED_SAY_MAD,DEPRECATED,GIN-ICE_GIN-ZZZ_GIN-WIZ_GIN-ICE_ICE-LAX_HAM-ICE_BED-ICE_ICE-SAY_ICE-MAD,DEPRECATED,0,inner,mid
GIN-ZZZ,2,-85.52768531,26.57760979,20.66678736,-74.82428531,37.91374979,44.92737736,GIN_ZZZ,DEPRECATED,DEPRECATED,ICE_ZZZ_WIZ_GIN_WIZ_FAN_HAM,DEPRECATED,GIN-ICE_GIN-ZZZ_GIN-WIZ_GIN-ZZZ_WIZ-ZZZ_FAN-ZZZ_HAM-ZZZ,DEPRECATED,0,inner,mid
WIZ-ZZZ,2,-90.41578531,37.91374979,22.99079736,-74.82428531,56.02658979,44.92737736,WIZ_ZZZ,DEPRECATED,DEPRECATED,ZZZ_SAY_GIN_TAX_FLY_GIN_WIZ_FAN_HAM,DEPRECATED,WIZ-ZZZ_SAY-WIZ_GIN-WIZ_TAX-WIZ_FLY-WIZ_GIN-ZZZ_WIZ-ZZZ_FAN-ZZZ_HAM-ZZZ,DEPRECATED,0,inner,mid
SAY-WIZ,2,-104.4816853,26.52961979,0.319617356,-90.41578531,56.02658979,22.99079736,SAY_WIZ,DEPRECATED,DEPRECATED,WIZ_ZIG_PAW_ICE_ZZZ_SAY_GIN_TAX_FLY,DEPRECATED,SAY-WIZ_SAY-ZIG_PAW-SAY_ICE-SAY_WIZ-ZZZ_SAY-WIZ_GIN-WIZ_TAX-WIZ_FLY-WIZ,DEPRECATED,0,inner,mid
ICE-LAX,2,-97.16998531,-18.08536021,21.72305736,-74.61178531,-2.570138215,30.75307736,ICE_LAX,DEPRECATED,DEPRECATED,ICE_ASH_MAD_HAM_GIN_LAX_HAM_BED_SAY_MAD,DEPRECATED,ICE-LAX_ASH-LAX_LAX-MAD_HAM-LAX_GIN-ICE_ICE-LAX_HAM-ICE_BED-ICE_ICE-SAY_ICE-MAD,DEPRECATED,0,inner,mid
